rank,game_title,platform,year,genre,publisher,developer,north_america,europe,japan,rest_of_world,global,review,critic_score,user_score,url
1157,SingStar '80s,PS2,2005,Misc,Sony Computer Entertainment,SCEE London Studio,0.27,0.02,0,1.01,1.3,77,,,http://www.vgchartz.com/game/7497/singstar-80s/?region=All
1158,Dead Space,X360,2008,Action,Electronic Arts,EA Redwood Shores,0.83,0.34,0,0.12,1.3,89.07,8.9,,http://www.vgchartz.com/game/13107/dead-space/?region=All
1159,Test Drive 5,PS,1997,Racing,Accolade,Pitbull Syndicate,1.05,0.2,0,0.05,1.3,73,,,http://www.vgchartz.com/game/2361/test-drive-5/?region=All
1160,R.B.I. Baseball 2,NES,1987,Sports,Namco Bandai Games,Namco,0,0,1.3,0,1.3,80,,,http://www.vgchartz.com/game/6256/rbi-baseball-2/?region=All
1161,Lost Planet: Extreme Condition,X360,2006,Shooter,Capcom,Capcom,1.07,0.02,0.1,0.1,1.3,67.95,7.6,,http://www.vgchartz.com/game/1204/lost-planet-extreme-condition/?region=All
1162,Digimon World,PS,1999,Role-Playing,Namco Bandai Games,Bandai,0.56,0.38,0.28,0.08,1.3,76,,,http://www.vgchartz.com/game/522/digimon-world/?region=All
1163,Tom Clancy's Rainbow Six: Vegas 2,PS3,2008,Shooter,Ubisoft,Ubisoft Montreal,0.63,0.43,0.04,0.2,1.29,83.73,8.2,,http://www.vgchartz.com/game/15674/tom-clancys-rainbow-six-vegas-2/?region=All
1164,Mega Man Battle Network 3 Blue / White Version,GBA,2002,Role-Playing,Capcom,Capcom,0.39,0.02,0.85,0.03,1.29,77.91,,,http://www.vgchartz.com/game/6340/mega-man-battle-network-3-blue-white-version/?region=All
1165,Resident Evil Zero,GC,2002,Action,Capcom,Capcom Production Studio 3 / Flagship,0.54,0.27,0.45,0.04,1.29,86,8.2,,http://www.vgchartz.com/game/4158/resident-evil-zero/?region=All
1166,Far Cry 2,PS3,2008,Shooter,Ubisoft,Ubisoft Montreal,0.41,0.63,0.01,0.25,1.29,83.98,8.5,,http://www.vgchartz.com/game/24703/far-cry-2/?region=All
1167,Need for Speed Underground Rivals,PSP,2005,Racing,Electronic Arts,Team Fusion,0.68,0.36,0.02,0.23,1.29,81,7.6,,http://www.vgchartz.com/game/1577/need-for-speed-underground-rivals/?region=All
1168,Pirates of the Caribbean: The Curse of the Black Pearl,GBA,2003,Platform,TDK Mediactive,Pocket Studios,0.93,0.34,0,0.02,1.29,44,,,http://www.vgchartz.com/game/14960/pirates-of-the-caribbean-the-curse-of-the-black-pearl/?region=All
1169,Transformers,PS2,2004,Shooter,Atari,Melbourne House,0.63,0.49,0,0.16,1.29,77.56,7.8,,http://www.vgchartz.com/game/2520/transformers/?region=All
1170,Super Street Fighter IV,PS3,2010,Fighting,Capcom,Capcom / Dimps Corporation,0.66,0.3,0.18,0.15,1.29,87,9.3,,http://www.vgchartz.com/game/39481/super-street-fighter-iv/?region=All
1171,Gardening Mama,DS,2009,Puzzle,505 Games,Taito Corporation,0.74,0.41,0.01,0.13,1.29,70,6.6,,http://www.vgchartz.com/game/31621/gardening-mama/?region=All
1172,Skate 3,PS3,2010,Sports,Electronic Arts,EA Black Box,0.56,0.52,0,0.21,1.29,82,8.3,,http://www.vgchartz.com/game/39125/skate-3/?region=All
1173,Moshi Monsters: Moshling Zoo,DS,2011,Misc,Activision,Mind Candy,0.3,0.83,0,0.16,1.29,55,,,http://www.vgchartz.com/game/67119/moshi-monsters-moshling-zoo/?region=All
1174,Devil May Cry 4,X360,2008,Action,Capcom,Capcom,0.76,0.32,0.08,0.13,1.29,83.26,8.2,8.2,http://www.vgchartz.com/game/7683/devil-may-cry-4/?region=All
1175,Midnight Club 3: DUB Edition (America weekly sales),PS2,2005,Racing,Take-Two Interactive,Rockstar San Diego,1.22,0.05,0,0.01,1.29,86.21,,,http://www.vgchartz.com/game/5351/midnight-club-3-dub-edition-america-weekly-sales/?region=All
1176,Petz Wild Animals: Dolphinz,DS,2007,Simulation,Ubisoft,Magic Pockets,0.68,0.47,0,0.13,1.28,53,,,http://www.vgchartz.com/game/18135/petz-wild-animals-dolphinz/?region=All
1177,Champions of Norrath,PS2,2004,Role-Playing,Sony Online Entertainment,Snowblind Studios,0.63,0.49,0,0.16,1.28,85.24,8.5,,http://www.vgchartz.com/game/335/champions-of-norrath/?region=All
1178,Resistance 3,PS3,2011,Shooter,Sony Computer Entertainment,Insomniac Games,0.56,0.47,0.05,0.2,1.28,85,8.3,,http://www.vgchartz.com/game/39894/resistance-3/?region=All
1179,WWE SmackDown vs Raw 2008,PS3,2007,Fighting,THQ,Yuke's Media Creations,0.6,0.47,0.01,0.2,1.28,73,,,http://www.vgchartz.com/game/12782/wwe-smackdown-vs-raw-2008/?region=All
1180,Mafia II,X360,2010,Action,Take-Two Interactive,Illusion Softworks,0.65,0.49,0,0.13,1.28,84,7.6,,http://www.vgchartz.com/game/21856/mafia-ii/?region=All
1181,Army Men 3D,PS,1999,Action,3DO,3DO,1.1,0.14,0,0.04,1.28,67.67,,,http://www.vgchartz.com/game/109/army-men-3d/?region=All
1182,MAG: Massive Action Game,PS3,2010,Shooter,Sony Computer Entertainment,Zipper Interactive,0.75,0.28,0.09,0.16,1.28,81,7.4,9.5,http://www.vgchartz.com/game/35119/mag-massive-action-game/?region=All
1183,Twisted Metal 4,PS,1999,Racing,989 Studios,989 Studios,1.07,0.16,0,0.04,1.28,68.04,6.7,,http://www.vgchartz.com/game/2551/twisted-metal-4/?region=All
1184,Manhunt,PS2,2003,Action,Take-Two Interactive,Rockstar North,0.63,0.49,0,0.16,1.28,76.85,8,,http://www.vgchartz.com/game/5318/manhunt/?region=All
1185,The Sims 2,PSP,2005,Simulation,Electronic Arts,Maxis,0.46,0.5,0,0.31,1.28,67.44,6.2,,http://www.vgchartz.com/game/5847/the-sims-2/?region=All
1186,Silent Hill 2,PS2,2001,Action,Konami Digital Entertainment,KCET,0.62,0.49,0,0.16,1.28,87,,,http://www.vgchartz.com/game/12685/silent-hill-2/?region=All
1187,Disney Princess: Magical Jewels,DS,2007,Adventure,Disney Interactive Studios,1st Playable Productions,1.02,0.15,0,0.11,1.27,52,,,http://www.vgchartz.com/game/29146/disney-princess-magical-jewels/?region=All
1188,Castlevania: Symphony of the Night,PS,1997,Platform,Konami Digital Entertainment,Konami Computer Entertainment Tokyo,0.58,0.4,0.21,0.08,1.27,89.58,9.3,9,http://www.vgchartz.com/game/327/castlevania-symphony-of-the-night/?region=All
1189,LEGO Batman: The Videogame,PS2,2008,Adventure,Activision,Traveller's Tales,0.72,0.42,0,0.13,1.27,83,7.5,,http://www.vgchartz.com/game/13867/lego-batman-the-videogame/?region=All
1190,Road Rash,PS,1995,Racing,Electronic Arts,Advanced Technology Group,0.71,0.48,0,0.08,1.27,79,,,http://www.vgchartz.com/game/1911/road-rash/?region=All
1191,Tony Hawk's Underground,XB,2003,Sports,Activision,Neversoft Entertainment,0.85,0.37,0,0.05,1.27,86,8.7,,http://www.vgchartz.com/game/6513/tony-hawks-underground/?region=All
1192,Hogan's Alley,NES,1984,Shooter,Nintendo,Intelligent Systems,0.68,0.16,0.41,0.02,1.27,76,,,http://www.vgchartz.com/game/6297/hogans-alley/?region=All
1193,Xevious,NES,1984,Shooter,Namco Bandai Games,Namco,0,0,1.27,0,1.27,68,,,http://www.vgchartz.com/game/6537/xevious/?region=All
1194,Burnout Paradise,X360,2008,Racing,Electronic Arts,Criterion Games,0.59,0.53,0.01,0.14,1.27,88.36,9,,http://www.vgchartz.com/game/13648/burnout-paradise/?region=All
1195,Imagine: Wedding Designer,DS,2008,Simulation,Ubisoft,Virtual Toys / Lexis Numerique,0.55,0.58,0,0.14,1.27,50,,,http://www.vgchartz.com/game/25966/imagine-wedding-designer/?region=All
1196,.hack//Infection Part 1,PS2,2002,Role-Playing,Atari,CyberConnect2,0.49,0.38,0.26,0.13,1.27,76.33,7.7,,http://www.vgchartz.com/game/2/hackinfection-part-1/?region=All
1197,Forza: Horizon,X360,2012,Racing,Microsoft Game Studios,#N/A,0.53,0.57,0.03,0.14,1.27,86.19,#N/A,,
1198,Sonic Adventure DX: Director's Cut,GC,2003,Platform,Sega,Sonic Team,0.87,0.3,0.06,0.03,1.27,78,5.4,,http://www.vgchartz.com/game/2103/sonic-adventure-dx-directors-cut/?region=All
1199,Jet Li: Rise to Honor,PS2,2004,Action,Sony Computer Entertainment,Sony Computer Entertainment America,0.62,0.48,0,0.16,1.27,76,,,http://www.vgchartz.com/game/1074/jet-li-rise-to-honor/?region=All
1200,Battle Arena Toshinden,PS,1994,Fighting,Sony Computer Entertainment,Tamsoft,0.39,0.26,0.53,0.08,1.27,85,,,http://www.vgchartz.com/game/2885/battle-arena-toshinden/?region=All
1201,Devil Dice,PS,1998,Puzzle,Sony Computer Entertainment,Shift,0.05,0.03,1.1,0.08,1.26,78,,,http://www.vgchartz.com/game/4759/devil-dice/?region=All
1202,EA Playground,Wii,2007,Sports,Electronic Arts,EA Canada,0.68,0.46,0,0.13,1.26,66.89,,,http://www.vgchartz.com/game/12349/ea-playground/?region=All
1203,Mafia II,PS3,2010,Action,Take-Two Interactive,Illusion Softworks,0.4,0.6,0.04,0.22,1.26,84,7.6,,http://www.vgchartz.com/game/21856/mafia-ii/?region=All
1204,NBA 2K9,X360,2008,Sports,Take-Two Interactive,Visual Concepts,1,0.16,0,0.11,1.26,86,8.3,,http://www.vgchartz.com/game/24995/nba-2k9/?region=All
1205,Grand Theft Auto: Chinatown Wars,DS,2009,Adventure,Take-Two Interactive,Rockstar Leeds/North,0.56,0.52,0.05,0.13,1.26,87,9.5,9.6,http://www.vgchartz.com/game/24661/grand-theft-auto-chinatown-wars/?region=All
1206,Toy Story 3: The Video Game,Wii,2010,Action,Disney Interactive Studios,Avalanche Software,0.56,0.57,0,0.14,1.26,75,,,http://www.vgchartz.com/game/43553/toy-story-3-the-video-game/?region=All
1207,Bakugan: Battle Brawlers,DS,2009,Action,Activision,MTO,1.16,0.01,0,0.1,1.26,63.23,6.4,,http://www.vgchartz.com/game/34285/bakugan-battle-brawlers/?region=All
1208,Wheel of Fortune,PS,1998,Misc,Hasbro Interactive,Artech Studios,0.99,0.22,0,0.04,1.26,74.44,,,http://www.vgchartz.com/game/5982/wheel-of-fortune/?region=All
1209,The Beatles: Rock Band,X360,2009,Misc,MTV Games,Harmonix Music Systems,0.94,0.21,0,0.11,1.26,87,9,,http://www.vgchartz.com/game/31026/the-beatles-rock-band/?region=All
1210,High School Musical 3: Senior Year DANCE!,Wii,2008,Misc,Disney Interactive Studios,Page 44 Studios,0.64,0.48,0,0.13,1.26,36,,,http://www.vgchartz.com/game/25849/high-school-musical-3-senior-year-dance/?region=All
1211,Dead Space 2,PS3,2011,Shooter,Electronic Arts,Visceral Games,0.65,0.42,0,0.19,1.25,89.22,9.1,,http://www.vgchartz.com/game/36809/dead-space-2/?region=All
1212,[Prototype],X360,2009,Action,Activision,Radical Entertainment,0.8,0.33,0,0.12,1.25,81.82,7.9,,http://www.vgchartz.com/game/13822/prototype/?region=All
1213,Call of Duty: Black Ops,Wii,2010,Shooter,Activision,Treyarch,0.72,0.41,0,0.13,1.25,85.88,8.8,,http://www.vgchartz.com/game/44952/call-of-duty-black-ops/?region=All
1214,UFC Undisputed 2010,X360,2010,Fighting,THQ,Yuke's Future Media Creators,0.85,0.29,0,0.12,1.25,81,8.4,,http://www.vgchartz.com/game/41760/ufc-undisputed-2010/?region=All
1215,NBA Live 2001,PS,2000,Sports,Electronic Arts,EA Canada,0.7,0.47,0,0.08,1.25,82.67,,,http://www.vgchartz.com/game/1530/nba-live-2001/?region=All
1216,Star Wars: The Force Unleashed,PS2,2008,Action,LucasArts,LucasArts,0.49,0.6,0.01,0.16,1.25,81,7.1,,http://www.vgchartz.com/game/13961/star-wars-the-force-unleashed/?region=All
1217,Star Wars: The Force Unleashed II,PS3,2010,Action,LucasArts,LucasArts,0.7,0.37,0,0.18,1.25,74,6.3,,http://www.vgchartz.com/game/41802/star-wars-the-force-unleashed-ii/?region=All
1218,Disney Princess: Enchanted Journey,Wii,2007,Adventure,Disney Interactive Studios,Papaya Studios,1.15,0.01,0,0.1,1.25,64,,,http://www.vgchartz.com/game/13704/disney-princess-enchanted-journey/?region=All
1219,Gegege no Kitarou 2: Youkai Gundan no Chousen,NES,1987,Role-Playing,Namco Bandai Games,Bandai,0,0,1.25,0,1.25,65,,,http://www.vgchartz.com/game/6276/gegege-no-kitarou-2-youkai-gundan-no-chousen/?region=All
1220,Reel Fishing,PS,1996,Sports,Natsume,Pack-In Video,0.99,0.13,0.1,0.04,1.25,55,,,http://www.vgchartz.com/game/1873/reel-fishing/?region=All
1221,Max Payne 3,X360,2012,Shooter,Take-Two Interactive,Rockstar Vancouver,0.72,0.39,0.01,0.12,1.25,84.75,,,http://www.vgchartz.com/game/32877/max-payne-3/?region=All
1222,F1 2010,PS3,2010,Racing,Codemasters,Codemasters Birmingham,0.22,0.7,0.08,0.24,1.25,86,8,,http://www.vgchartz.com/game/33784/f1-2010/?region=All
1223,LEGO Pirates of the Caribbean: The Video Game,Wii,2011,Action,Disney Interactive Studios,Traveller's Tales,0.6,0.52,0,0.13,1.25,74.96,7.5,,http://www.vgchartz.com/game/48615/lego-pirates-of-the-caribbean-the-video-game/?region=All
1224,Pokémon XD: Gale of Darkness,GC,2005,Role-Playing,Nintendo,#N/A,0.71,0.19,0.31,0.03,1.25,81,#N/A,,
1225,Black,PS2,2006,Shooter,Electronic Arts,Criterion Games,1.01,0.04,0.03,0.16,1.25,79.93,7.7,,http://www.vgchartz.com/game/2912/black/?region=All
1226,Kinect Joy Ride,X360,2010,Racing,Microsoft Game Studios,Big Park,0.77,0.35,0,0.12,1.25,55.85,5.6,,http://www.vgchartz.com/game/45628/kinect-joy-ride/?region=All
1227,Rockstar Games presents Table Tennis,Wii,2007,Sports,Take-Two Interactive,Rockstar San Diego,0.39,0.71,0,0.15,1.25,65,6.8,,http://www.vgchartz.com/game/12294/rockstar-games-presents-table-tennis/?region=All
1228,Battlefield: Bad Company,PS3,2008,Shooter,Electronic Arts,EA Digital Illusions CE,0.73,0.31,0.05,0.16,1.25,84.79,8.6,,http://www.vgchartz.com/game/14537/battlefield-bad-company/?region=All
1229,Lara Croft Tomb Raider: The Angel of Darkness,PS2,2003,Action,Eidos Interactive,Core Design Ltd.,0.61,0.48,0,0.16,1.25,66,,,http://www.vgchartz.com/game/2475/lara-croft-tomb-raider-the-angel-of-darkness/?region=All
1230,Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2004,Action,Ubisoft,Ubisoft Shanghai,0.52,0.56,0,0.17,1.25,86.74,9.2,9,http://www.vgchartz.com/game/2471/tom-clancys-splinter-cell-pandora-tomorrow/?region=All
1231,Road Rash 3D,PS,1998,Racing,Electronic Arts,Electronic Arts,1.05,0.16,0,0.04,1.25,75,,,http://www.vgchartz.com/game/1912/road-rash-3d/?region=All
1232,Ratchet: Deadlocked,PS2,2005,Shooter,Sony Computer Entertainment,Insomniac Games,0.85,0.03,0.22,0.14,1.24,89,,,http://www.vgchartz.com/game/1848/ratchet-deadlocked/?region=All
1233,Baldur's Gate: Dark Alliance,PS2,2001,Role-Playing,Pacific Century Cyber Works,Snowblind Studios,0.61,0.48,0,0.16,1.24,82.83,,,http://www.vgchartz.com/game/4851/baldurs-gate-dark-alliance/?region=All
1234,Gold's Gym: Cardio Workout,Wii,2008,Sports,Ubisoft,Rocket Company,1.07,0.02,0.06,0.09,1.24,75,,,http://www.vgchartz.com/game/28493/golds-gym-cardio-workout/?region=All
1235,Oddworld: Abe's Oddysee,PS,1997,Platform,GameBank,Oddworld Inhabitants,0.75,0.44,0,0.06,1.24,87,8.3,,http://www.vgchartz.com/game/6381/oddworld-abes-oddysee/?region=All
1236,MotorStorm: Pacific Rift,PS3,2008,Racing,Sony Computer Entertainment,Evolution Studios,0.39,0.6,0.02,0.24,1.24,82.49,8,8.7,http://www.vgchartz.com/game/22061/motorstorm-pacific-rift/?region=All
1237,Ridge Racer V,PS2,2000,Racing,Namco Bandai Games,Namco,0.24,0.19,0.75,0.06,1.24,76,,,http://www.vgchartz.com/game/4171/ridge-racer-v/?region=All
1238,Jillian Michaels' Fitness Ultimatum 2009,Wii,2008,Sports,Deep Silver,3G Studios,0.94,0.2,0,0.11,1.24,31,,,http://www.vgchartz.com/game/25896/jillian-michaels-fitness-ultimatum-2009/?region=All
1239,Tamagotchi Connection: Corner Shop,DS,2005,Simulation,Atari,NanaOn-Sha,0.1,0,1.12,0.01,1.24,68,,,http://www.vgchartz.com/game/6924/tamagotchi-connection-corner-shop/?region=All
1240,WWE SmackDown vs. Raw 2009,PS2,2008,Fighting,THQ,Yuke's Media Creations,0.69,0.42,0,0.13,1.24,84,,,http://www.vgchartz.com/game/23190/wwe-smackdown-vs-raw-2009/?region=All
1241,The Sims 2: Nightlife,PC,2005,Simulation,Electronic Arts,Maxis,1.22,0.02,0,0,1.24,75.9,7.5,,http://www.vgchartz.com/game/6480/the-sims-2-nightlife/?region=All
1242,Tetris 2 (All region sales),GB,1992,Puzzle,Nintendo,#N/A,0.56,0.22,0.43,0.03,1.24,77,#N/A,,
1243,Dead Rising 2,PS3,2010,Action,Capcom,Blue Castle Games,0.37,0.52,0.15,0.2,1.24,79.81,8.2,,http://www.vgchartz.com/game/31569/dead-rising-2/?region=All
1244,Star Wars Episode III: Revenge of the Sith,XB,2005,Action,Activision,The Collective,0.82,0.38,0,0.04,1.24,79,,,http://www.vgchartz.com/game/5764/star-wars-episode-iii-revenge-of-the-sith/?region=All
1245,Dishonored,X360,2012,Shooter,Bethesda Softworks,Arkane Studios,0.74,0.37,0.01,0.12,1.24,89.09,,,http://www.vgchartz.com/game/52942/dishonored/?region=All
1246,Guitar Hero: Aerosmith,Wii,2008,Misc,Activision,Vicarious Visions,1,0.14,0,0.1,1.24,78,,,http://www.vgchartz.com/game/16428/guitar-hero-aerosmith/?region=All
1247,Need for Speed Carbon,Wii,2006,Racing,Electronic Arts,EA Black Box,0.44,0.63,0.02,0.14,1.24,80,7.9,,http://www.vgchartz.com/game/3908/need-for-speed-carbon/?region=All
1248,Frogger: The Great Quest,PS2,2001,Platform,Konami Digital Entertainment,Konami,0.6,0.47,0,0.16,1.23,44,3,,http://www.vgchartz.com/game/812/frogger-the-great-quest/?region=All
1249,Ninja Gaiden,XB,2004,Action,Microsoft Game Studios,Team Ninja,0.92,0.2,0.07,0.04,1.23,93,9.4,,http://www.vgchartz.com/game/1654/ninja-gaiden/?region=All
1250,Crash Bandicoot: The Wrath of Cortex,XB,2002,Platform,Universal Interactive,Traveller's Tales,0.59,0.57,0,0.07,1.23,70.48,6.9,,http://www.vgchartz.com/game/4987/crash-bandicoot-the-wrath-of-cortex/?region=All
1251,Driv3r,PS2,2004,Racing,Atari,Reflections Interactive,0.6,0.47,0,0.16,1.23,58.67,,,http://www.vgchartz.com/game/5035/driv3r/?region=All
1252,Mass Effect 2,PS3,2011,Role-Playing,Electronic Arts,BioWare Edmonton,0.71,0.33,0.03,0.17,1.23,93.16,9.5,8.9,http://www.vgchartz.com/game/28815/mass-effect-2/?region=All
1253,Mystery Case Files: MillionHeir,DS,2008,Adventure,Nintendo,Big Fish Games,0.73,0.38,0,0.12,1.23,66.58,7.4,,http://www.vgchartz.com/game/24686/mystery-case-files-millionheir/?region=All
1254,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,PS,2003,Misc,Sony Computer Entertainment,Various,0.69,0.47,0,0.08,1.23,76,,,http://www.vgchartz.com/game/43455/disneys-tarzan-disneys-aladdin-in-nasiras-revenge-disneys-the-emperors-new-groove-action-game/?region=All
1255,Kirby Tilt 'n' Tumble,GB,2000,Puzzle,Nintendo,HAL Laboratory,0.29,0.17,0.75,0.02,1.23,80,,,http://www.vgchartz.com/game/3616/kirby-tilt-n-tumble/?region=All
1256,SpongeBob SquarePants: Battle for Bikini Bottom,GBA,2003,Platform,THQ,Heavy Iron Studios,0.88,0.33,0,0.02,1.23,69,5.8,,http://www.vgchartz.com/game/6434/spongebob-squarepants-battle-for-bikini-bottom/?region=All
1257,Vigilante 8,PS,1998,Racing,Activision,"Luxoflux, Inc.",0.68,0.47,0,0.08,1.23,85.73,,,http://www.vgchartz.com/game/5971/vigilante-8/?region=All
1258,Kung Fu Panda,DS,2008,Platform,Activision,Luxoflux,0.54,0.55,0,0.13,1.23,64,7.5,,http://www.vgchartz.com/game/23457/kung-fu-panda/?region=All
1259,Donkey Kong Country 2,GBA,2004,Platform,Nintendo,Rare Ltd.,0.79,0.27,0.12,0.04,1.23,87,7.6,,http://www.vgchartz.com/game/6228/donkey-kong-country-2/?region=All
1260,"WarioWare, Inc.: Mega MicroGame$",GBA,2003,Puzzle,Nintendo,Nintendo R&D1,0.4,0.11,0.7,0.02,1.23,76.64,,,http://www.vgchartz.com/game/4680/warioware-inc-mega-microgame/?region=All
1261,Max Payne 3,PS3,2012,Shooter,Take-Two Interactive,Rockstar Vancouver,0.42,0.54,0.06,0.21,1.23,84.75,,,http://www.vgchartz.com/game/32877/max-payne-3/?region=All
1262,Mario & Luigi: Partners in Time,DS,2005,Role-Playing,Nintendo,AlphaDream Corporation,0.71,0.02,0.43,0.07,1.22,88,8.8,,http://www.vgchartz.com/game/1249/mario-amp-luigi-partners-in-time/?region=All
1263,Go Vacation,Wii,2011,Misc,Namco Bandai Games,Namco Bandai Games,0.32,0.47,0.32,0.1,1.22,66,7,,http://www.vgchartz.com/game/51845/go-vacation/?region=All
1264,Pokémon Ranger: Guardian Signs,DS,2010,Role-Playing,Nintendo,#N/A,0.45,0.13,0.58,0.06,1.22,87,#N/A,,
1265,Winter Sports: The Ultimate Challenge,Wii,2007,Sports,RTL,49Games,0.44,0.66,0,0.12,1.22,53.33,,,http://www.vgchartz.com/game/16525/winter-sports-the-ultimate-challenge/?region=All
1266,Mario Power Tennis,GC,2004,Sports,Nintendo,Camelot Software Planning,0.58,0.16,0.46,0.03,1.22,81.03,8.1,,http://www.vgchartz.com/game/1263/mario-power-tennis/?region=All
1267,Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011,Fighting,Capcom,Capcom,0.76,0.22,0.11,0.13,1.22,85.5,8.2,,http://www.vgchartz.com/game/44739/marvel-vs-capcom-3-fate-of-two-worlds/?region=All
1268,Intelligent Qube,PS,1997,Puzzle,Sony Computer Entertainment,Sony Computer Entertainment,0.13,0.07,1,0.02,1.22,83,7.4,,http://www.vgchartz.com/game/3511/intelligent-qube/?region=All
1269,Ratatouille,DS,2007,Platform,THQ,Helixe,0.48,0.6,0,0.14,1.22,70,7,,http://www.vgchartz.com/game/6826/ratatouille/?region=All
1270,NBA Live 99,PS,1997,Sports,Electronic Arts,NuFX,1.13,0.05,0,0.03,1.22,81,8.3,,http://www.vgchartz.com/game/6370/nba-live-99/?region=All
1271,Golden Sun: The Lost Age,GBA,2002,Role-Playing,Nintendo,Camelot Software Planning,0.61,0.27,0.27,0.07,1.22,87.15,8.3,,http://www.vgchartz.com/game/3418/golden-sun-the-lost-age/?region=All
1272,SimCity 2000,PS,1996,Simulation,Maxis,Maxis,0.68,0.46,0,0.08,1.22,70,8,,http://www.vgchartz.com/game/6415/simcity-2000/?region=All
1273,Max Payne,XB,2001,Shooter,Take-Two Interactive,Remedy Entertainment,0.98,0.19,0,0.05,1.22,85.91,8.1,,http://www.vgchartz.com/game/5333/max-payne/?region=All
1274,WCW Mayhem,PS,1998,Fighting,Electronic Arts,Kodiak Interactive,0.68,0.46,0,0.08,1.22,73.2,,,http://www.vgchartz.com/game/5978/wcw-mayhem/?region=All
1275,NBA 2K2,PS2,2002,Sports,Sega,Visual Concepts,0.59,0.46,0.01,0.15,1.22,83,,,http://www.vgchartz.com/game/3899/nba-2k2/?region=All
1276,NASCAR Thunder 2003,PS2,,Racing,Unknown,EA Tiburon,0.6,0.46,0,0.16,1.22,81,,,http://www.vgchartz.com/game/5424/nascar-thunder-2003/?region=All
1277,Sonic's Ultimate Genesis Collection,X360,2009,Misc,Sega,Backbone Entertainment,0.63,0.46,0,0.13,1.22,86,8.1,,http://www.vgchartz.com/game/29684/sonics-ultimate-genesis-collection/?region=All
1278,Cars,PS2,2006,Racing,THQ,Rainbow Studios,1.01,0.04,0,0.16,1.21,71,,,http://www.vgchartz.com/game/4944/cars/?region=All
1279,Tom Clancy's Ghost Recon: Future Soldier,X360,2012,Shooter,Ubisoft,Ubisoft Paris,0.72,0.36,0.02,0.12,1.21,78.89,,,http://www.vgchartz.com/game/43311/tom-clancys-ghost-recon-future-soldier/?region=All
1280,Fuzion Frenzy,XB,2001,Misc,Microsoft Game Studios,Blitz Games,0.93,0.24,0,0.04,1.21,67.8,,,http://www.vgchartz.com/game/829/fuzion-frenzy/?region=All
